STATENAME,VE_TOTAL,PEDS,PERSONS,DAYNAME,MONTHNAME,HOUR,DAY_WEEKNAME,RUR_URBNAME,HARM_EVNAME,LGT_CONDNAME,WEATHER1NAME,WEATHERNAME,FATALS,DRUNK_DR
Massachusetts,1,1,1,16,May,15,Thursday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,8,May,20,Wednesday,Urban,Motor Vehicle In-Transport,Dusk,Clear,Clear,1,1
Massachusetts,1,0,1,2,May,7,Thursday,Urban,Tree (Standing Only),Daylight,Rain,Rain,1,0
Massachusetts,3,0,4,6,June,13,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Massachusetts,2,3,1,13,April,2,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,0
Massachusetts,1,0,1,7,June,12,Friday,Urban,Rollover/Overturn,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,7,June,2,Friday,Urban,Fence,Dark - Unknown Lighting,Clear,Clear,1,1
Massachusetts,1,0,1,8,June,17,Saturday,Urban,Traffic Sign Support,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,11,June,22,Tuesday,Urban,Guardrail Face,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,8,June,2,Saturday,Urban,Other Traffic Barrier,Dark - Lighted,Clear,Clear,2,2
Massachusetts,1,0,1,13,June,13,Thursday,Urban,Utility Pole/Light Support,Daylight,Rain,Rain,1,0
Massachusetts,1,1,1,9,June,18,Sunday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,8,June,1,Saturday,Urban,Boulder,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,8,June,21,Saturday,Urban,"Post, Pole or Other Supports",Dusk,Clear,Clear,1,1
Massachusetts,2,0,2,11,June,15,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Massachusetts,1,1,2,14,June,21,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,15,June,0,Saturday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,3,14,June,7,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,17,June,19,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,17,June,6,Monday,Urban,Tree (Standing Only),Daylight,Clear,Clear,1,1
Massachusetts,1,1,0,17,March,16,Sunday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,1,0,2,18,June,23,Tuesday,Urban,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,25,April,21,Thursday,Urban,Guardrail Face,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,22,June,19,Saturday,Urban,Curb,Daylight,Clear,Clear,1,1
Massachusetts,2,0,2,19,June,17,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,23,June,21,Sunday,Urban,Curb,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,23,June,17,Sunday,Urban,"Post, Pole or Other Supports",Daylight,Clear,Clear,1,1
Massachusetts,2,0,3,22,June,19,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Massachusetts,2,0,2,23,June,6,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,24,June,5,Monday,Urban,Curb,Reported as Unknown,Clear,Clear,1,1
Massachusetts,1,1,1,24,June,7,Monday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,1,0,2,28,June,2,Friday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,2,30,June,14,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,15,June,9,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,28,June,21,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,29,April,13,Monday,Urban,Concrete Traffic Barrier,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,14,June,22,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,2,2,July,7,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Massachusetts,1,1,1,20,July,20,Saturday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,2,0,3,9,July,7,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,1,July,14,Monday,Urban,Tree (Standing Only),Daylight,Clear,Clear,1,0
Massachusetts,1,1,1,3,July,11,Wednesday,Urban,Pedalcyclist,Daylight,Clear,Clear,1,0
Massachusetts,1,0,3,5,July,1,Friday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,2,7,July,16,Sunday,Urban,Curb,Daylight,Clear,Clear,1,0
Massachusetts,1,1,1,9,July,12,Tuesday,Urban,Pedestrian,Daylight,Cloudy,Cloudy,1,0
Massachusetts,1,0,2,18,July,3,Thursday,Rural,Embankment,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,14,July,0,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,1,1,11,July,10,Thursday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,2,0,6,13,July,17,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,4,8,July,15,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Massachusetts,1,0,1,26,July,1,Friday,Urban,"Post, Pole or Other Supports",Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,2,14,July,99,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,2,21,July,0,Sunday,Rural,Tree (Standing Only),Dark - Not Lighted,Cloudy,Cloudy,1,0
Massachusetts,3,0,4,6,July,8,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,3,2,2,13,July,9,Saturday,Urban,Parked Motor Vehicle,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,30,July,4,Tuesday,Urban,Guardrail End,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,1,1,31,July,10,Wednesday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,11,July,14,Thursday,Urban,Ditch,Daylight,Cloudy,Cloudy,1,0
Massachusetts,1,0,1,31,July,3,Wednesday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,3,24,July,16,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,3,20,July,21,Saturday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,31,July,10,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,3,0,5,23,July,11,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,2,0
Massachusetts,1,0,1,28,June,12,Friday,Urban,Utility Pole/Light Support,Daylight,Clear,Clear,1,0
Massachusetts,2,0,3,16,May,18,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
Massachusetts,1,1,1,7,May,20,Tuesday,Urban,Pedestrian,Not Reported,Not Reported,Not Reported,1,0
Massachusetts,1,0,2,7,July,18,Sunday,Urban,Tree (Standing Only),Dusk,Clear,Clear,1,1
Massachusetts,1,1,1,25,July,22,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,1,1,1,August,21,Thursday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,3,August,2,Saturday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,4,August,23,Sunday,Urban,Tree (Standing Only),Dark - Lighted,Cloudy,Cloudy,1,1
Massachusetts,1,0,1,9,August,0,Friday,Urban,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,1
Massachusetts,3,0,4,6,August,7,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,1,2,16,August,13,Friday,Urban,Pedalcyclist,Daylight,Clear,Clear,1,0
Massachusetts,2,0,6,14,August,17,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,4,8,August,13,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Massachusetts,2,0,3,21,August,3,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,1,0
Massachusetts,2,0,2,22,August,17,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,22,August,11,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,1
Massachusetts,1,1,1,23,August,20,Friday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,0,3,25,August,6,Sunday,Urban,Guardrail Face,Daylight,Clear,Clear,1,1
Massachusetts,1,1,1,25,August,20,Sunday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,26,August,7,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,1,1,30,August,21,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,31,August,1,Saturday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
Massachusetts,3,0,3,9,August,18,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,4,0,4,12,August,23,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Massachusetts,3,0,4,31,August,3,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,2,1
Massachusetts,4,0,4,14,June,11,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,22,May,14,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Massachusetts,4,2,1,19,April,22,Friday,Urban,Curb,Dark - Lighted,Cloudy,Cloudy,1,1
Massachusetts,2,0,2,3,August,99,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,14,August,23,Wednesday,Urban,Rollover/Overturn,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,2,1,September,1,Sunday,Urban,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,2,September,19,Monday,Urban,Utility Pole/Light Support,Dark - Lighted,Cloudy,Cloudy,1,1
Massachusetts,1,0,1,29,June,1,Saturday,Urban,Rollover/Overturn,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,5,September,5,Thursday,Urban,Tree (Standing Only),Dawn,Clear,Clear,1,1
Massachusetts,1,0,1,8,September,11,Sunday,Urban,Utility Pole/Light Support,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,7,September,22,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,2,8,September,1,Sunday,Urban,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,1,4,11,September,11,Wednesday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,1,2,1,11,September,20,Wednesday,Urban,Pedestrian,Dusk,Clear,Clear,1,0
Massachusetts,2,0,2,12,September,9,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Massachusetts,1,0,1,13,September,10,Friday,Urban,Tree (Standing Only),Daylight,Not Reported,Not Reported,1,0
Massachusetts,1,0,1,14,September,11,Saturday,Urban,Tree (Standing Only),Daylight,Cloudy,Cloudy,1,0
Massachusetts,1,1,1,16,September,21,Monday,Urban,Pedestrian,Dusk,Not Reported,Not Reported,1,0
Massachusetts,2,0,2,4,September,8,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Massachusetts,2,2,2,13,September,23,Friday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,16,September,21,Monday,Urban,Embankment,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,1,1,17,September,6,Tuesday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,2,0,3,19,September,11,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,0,13,19,September,15,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,20,September,23,Friday,Urban,Guardrail Face,Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,5,14,September,22,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,0
Massachusetts,1,0,1,2,September,16,Monday,Urban,Rollover/Overturn,Daylight,Rain,Rain,1,0
Massachusetts,1,1,2,3,September,19,Tuesday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,20,September,16,Friday,Urban,Utility Pole/Light Support,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,22,September,22,Sunday,Urban,Guardrail Face,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,1,1,22,September,0,Sunday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,26,September,8,Thursday,Urban,Rollover/Overturn,Daylight,Clear,Clear,1,0
Massachusetts,1,1,1,27,September,8,Friday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,1,0,2,5,August,19,Monday,Urban,Tree (Standing Only),Daylight,Clear,Clear,1,0
Massachusetts,1,1,1,25,August,2,Sunday,Urban,Pedestrian,Not Reported,Not Reported,Not Reported,1,0
Massachusetts,2,0,12,8,June,11,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,3,0
Massachusetts,1,1,1,12,September,18,Thursday,Urban,Pedestrian,Daylight,Cloudy,Cloudy,1,0
Massachusetts,1,1,1,14,August,8,Wednesday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,16,September,17,Monday,Urban,Fence,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,21,September,13,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Massachusetts,1,0,1,3,October,13,Thursday,Urban,Bridge Pier or Support,Daylight,Clear,Clear,1,1
Massachusetts,1,1,1,3,October,19,Thursday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
Massachusetts,1,1,2,3,October,18,Thursday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Massachusetts,1,1,1,3,October,18,Thursday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
Massachusetts,1,0,1,9,October,14,Wednesday,Rural,Tree (Standing Only),Daylight,Rain,Rain,1,1
Massachusetts,1,0,1,11,October,21,Friday,Urban,Guardrail Face,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,3,6,October,15,Sunday,Urban,Parked Motor Vehicle,Daylight,Clear,Clear,2,1
Massachusetts,2,0,2,10,October,11,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,12,October,16,Saturday,Urban,Traffic Sign Support,Daylight,Cloudy,Cloudy,1,1
Massachusetts,1,0,1,14,October,22,Monday,Urban,Guardrail Face,Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,2,11,October,14,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,1,2,20,October,22,Sunday,Urban,Pedestrian,Dark - Lighted,Cloudy,Rain,1,0
Massachusetts,2,1,2,20,October,1,Sunday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,1,2,25,October,22,Friday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,20,September,14,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,3,15,September,3,Sunday,Urban,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,1,1,31,October,18,Thursday,Urban,Pedestrian,Dark - Lighted,Cloudy,Rain,1,0
Massachusetts,2,0,3,1,November,20,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,2,November,19,Saturday,Urban,Guardrail Face,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,3,3,November,16,Sunday,Urban,Guardrail Face,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,5,November,19,Tuesday,Urban,Tree (Standing Only),Dark - Lighted,Cloudy,Cloudy,1,1
Massachusetts,1,1,1,5,November,18,Tuesday,Urban,Pedalcyclist,Dark - Lighted,Rain,Rain,1,0
Massachusetts,2,0,2,6,November,14,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,15,November,2,Friday,Urban,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,0,2,16,November,9,Saturday,Urban,Mail Box,Daylight,Clear,Clear,1,0
Massachusetts,2,0,4,8,November,21,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,19,November,6,Tuesday,Urban,Guardrail Face,Dawn,Rain,Rain,1,0
Massachusetts,1,0,1,19,November,14,Tuesday,Urban,Ditch,Daylight,Cloudy,Cloudy,1,1
Massachusetts,1,0,1,20,November,13,Wednesday,Urban,Tree (Standing Only),Daylight,Cloudy,Rain,1,0
Massachusetts,1,0,1,23,November,12,Saturday,Urban,Embankment,Daylight,Clear,Clear,1,0
Massachusetts,3,0,1,11,November,21,Monday,Urban,Wall,Dark - Lighted,Cloudy,Cloudy,1,1
Massachusetts,2,0,3,11,November,16,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,0
Massachusetts,2,0,2,22,November,11,Friday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Massachusetts,1,1,1,26,November,16,Tuesday,Urban,Pedestrian,Dusk,Clear,Clear,1,0
Massachusetts,2,0,2,30,October,7,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,"Fog, Smog, Smoke","Fog, Smog, Smoke",1,0
Massachusetts,1,1,1,28,October,6,Monday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,13,November,17,Wednesday,Urban,Wall,Dusk,Clear,Clear,1,1
Massachusetts,1,2,1,7,November,19,Thursday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Massachusetts,1,1,2,14,October,20,Monday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,19,October,0,Saturday,Urban,Mail Box,Dark - Lighted,Cloudy,Cloudy,1,1
Massachusetts,1,1,2,19,November,20,Tuesday,Urban,Pedalcyclist,Dark - Lighted,Cloudy,Cloudy,1,0
Massachusetts,2,0,2,18,November,17,Monday,Urban,Mail Box,Dark - Lighted,Clear,Clear,1,1
Massachusetts,3,1,1,27,November,0,Wednesday,Urban,Parked Motor Vehicle,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,7,November,21,Thursday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,2,1,December,2,Sunday,Urban,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,1,December,0,Sunday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,6,December,23,Friday,Urban,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,1
Massachusetts,2,0,2,12,December,19,Thursday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,12,December,15,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,1,2,13,December,17,Friday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Massachusetts,1,0,1,15,December,21,Sunday,Urban,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,1
Massachusetts,1,0,2,22,December,9,Sunday,Urban,Utility Pole/Light Support,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,24,December,10,Tuesday,Urban,"Post, Pole or Other Supports",Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,28,December,22,Saturday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,1
Massachusetts,2,0,4,27,December,7,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,1,1,31,December,6,Tuesday,Urban,Pedestrian,Dawn,Rain,Freezing Rain or Drizzle,1,0
Massachusetts,1,0,1,31,December,2,Tuesday,Urban,Guardrail End,Dark - Not Lighted,Rain,Sleet or Hail,1,0
Massachusetts,2,0,4,29,December,6,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Massachusetts,1,1,1,10,December,16,Tuesday,Urban,Pedestrian,Dusk,Rain,Rain,1,0
Massachusetts,2,0,4,30,December,13,Monday,Urban,Motor Vehicle In-Transport,Daylight,Snow,Snow,1,0
Massachusetts,3,0,4,7,December,19,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Massachusetts,3,0,6,18,October,21,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,17,October,18,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,1,1,15,November,0,Friday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,29,December,9,Sunday,Urban,Tree (Standing Only),Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,18,December,5,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,0
Massachusetts,2,0,2,18,December,12,Wednesday,Urban,Utility Pole/Light Support,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,19,October,4,Saturday,Urban,Guardrail Face,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,1,1,6,November,17,Wednesday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Massachusetts,1,0,1,8,November,12,Friday,Urban,Embankment,Daylight,Clear,Clear,1,0
Massachusetts,2,0,3,21,November,7,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,2,1,3,November,0,Sunday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,1,1,1,25,December,17,Wednesday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,9,October,10,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Massachusetts,1,0,1,7,December,4,Saturday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
Massachusetts,1,0,1,19,September,10,Thursday,Urban,"Post, Pole or Other Supports",Daylight,Clear,Clear,1,0
Massachusetts,3,0,4,23,December,17,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,0
Massachusetts,1,1,1,9,December,18,Monday,Urban,Pedestrian,Not Reported,Not Reported,Not Reported,1,0
Massachusetts,1,0,2,5,December,3,Thursday,Urban,Fence,Dark - Lighted,Reported as Unknown,Reported as Unknown,1,0
Massachusetts,1,1,1,17,November,17,Sunday,Urban,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Massachusetts,2,0,2,26,November,14,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,2,1,2,14,November,20,Thursday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Massachusetts,2,0,2,2,October,99,Wednesday,Urban,Motor Vehicle In-Transport,Dawn,Rain,Rain,1,0
Massachusetts,3,0,3,20,October,7,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,1,1,27,September,5,Friday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
Massachusetts,2,0,2,2,July,18,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Massachusetts,1,0,1,31,August,0,Saturday,Urban,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,0
Michigan,1,0,4,1,January,15,Tuesday,Urban,Curb,Daylight,Cloudy,Cloudy,1,0
Michigan,1,0,1,2,January,15,Wednesday,Rural,Rollover/Overturn,Daylight,Rain,Rain,1,1
Michigan,2,0,3,3,January,10,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Michigan,1,0,1,7,January,23,Monday,Rural,Tree (Standing Only),Dark - Not Lighted,Clear,Clear,1,1
Michigan,1,0,1,6,January,1,Sunday,Rural,Tree (Standing Only),Dark - Not Lighted,Reported as Unknown,Reported as Unknown,1,1
Michigan,1,2,1,9,January,1,Wednesday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Michigan,2,0,2,10,January,13,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Michigan,2,0,2,3,January,8,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Michigan,1,0,2,13,January,4,Sunday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,0
Michigan,2,0,5,1,January,15,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Michigan,1,0,1,1,January,20,Tuesday,Urban,Wall,Dark - Lighted,Cloudy,Cloudy,1,0
Michigan,1,1,1,1,January,21,Tuesday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Michigan,3,0,2,12,January,1,Saturday,Rural,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
Michigan,1,0,2,7,January,5,Monday,Urban,Tree (Standing Only),Dark - Not Lighted,Cloudy,Cloudy,1,0
Michigan,1,1,1,4,January,5,Friday,Rural,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
Michigan,1,1,1,7,January,18,Monday,Rural,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Michigan,1,0,1,6,January,14,Sunday,Urban,Tree (Standing Only),Daylight,Clear,Clear,1,0
Michigan,2,0,2,8,January,7,Tuesday,Rural,Motor Vehicle In-Transport,Dawn,Cloudy,Cloudy,1,0
Michigan,2,0,2,10,January,5,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
Michigan,1,1,1,10,January,20,Thursday,Urban,Pedestrian,Dark - Lighted,Cloudy,Cloudy,1,0
Michigan,1,2,1,10,January,18,Thursday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
Michigan,1,0,1,12,January,3,Saturday,Urban,Embankment,Dark - Lighted,Cloudy,Cloudy,1,1
Michigan,2,0,3,9,January,16,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Snow,Snow,1,0
Michigan,1,0,2,12,January,5,Saturday,Urban,Utility Pole/Light Support,Dark - Not Lighted,Clear,Clear,2,1
